,xd_id,measurement_tstamp,measurement_tstamp_str,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue,congestion,extreme_congestion,tstamp,ts,AccXDSegID,type
0,1524440644,2019-08-22 07:40:00,2019-08-22 12:40:00,74.19,66.0,67.0,24.56,30.0,100.00,0.0,0.0,1566477600,1566477600,1524440644,1.0
1,1524440644,2019-08-22 07:45:00,2019-08-22 12:45:00,73.0,66.0,67.0,24.96,30.0,100.00,0.0,0.0,1566477900,1566477900,1524440644,1.0
2,1524342010,2019-08-22 17:35:00,2019-08-22 22:35:00,50.2,54.0,53.0,20.82,30.0,90.20,0.05283018867924523,0.07037037037037032,1566513300,1566513300,1524342010,1.0
3,1524342010,2019-08-22 18:30:00,2019-08-22 23:30:00,55.8,54.0,53.0,18.73,30.0,93.60,0.0,0.0,1566516600,1566516600,1524342010,1.0
4,1524440253,2019-08-22 15:30:00,2019-08-22 20:30:00,66.4,65.0,66.0,31.98,30.0,100.00,0.0,0.0,1566505800,1566505800,1524440253,1.0
5,1524395742,2019-08-09 16:15:00,2019-08-09 21:15:00,49.19,58.0,59.0,19.95,30.0,100.00,0.166271186440678,0.15189655172413796,1565385300,1565385300,1524395742,1.0
6,1524621603,2019-08-22 14:50:00,2019-08-22 19:50:00,68.0,60.0,62.0,26.68,30.0,100.00,0.0,0.0,1566503400,1566503400,1524621603,1.0
7,449630937,2019-08-30 20:30:00,2019-08-31 01:30:00,64.78,58.0,60.0,34.56,30.0,98.40,0.0,0.0,1567215000,1567215000,449630937,1.0
8,1524571767,2019-08-25 13:30:00,2019-08-25 18:30:00,62.39,66.0,67.0,35.6,30.0,100.00,0.06880597014925373,0.05469696969696969,1566757800,1566757800,1524571767,1.0
9,160736437,2019-08-16 17:25:00,2019-08-16 22:25:00,68.18,65.0,64.0,17.04,30.0,100.00,0.0,0.0,1565994300,1565994300,160736437,1.0
10,1524536588,2019-08-09 09:30:00,2019-08-09 14:30:00,70.59,65.0,65.0,20.28,30.0,100.00,0.0,0.0,1565361000,1565361000,1524536588,1.0
11,1524381973,2019-08-16 18:05:00,2019-08-16 23:05:00,63.55,58.0,58.0,53.95,30.0,100.00,0.0,0.0,1565996700,1565996700,1524381973,1.0
12,1524440182,2019-08-16 07:40:00,2019-08-16 12:40:00,63.39,59.0,65.0,17.39,30.0,100.00,0.024769230769230762,0.0,1565959200,1565959200,1524440182,1.0
13,1524380183,2019-08-09 08:40:00,2019-08-09 13:40:00,65.6,62.0,63.0,32.21,30.0,100.00,0.0,0.0,1565358000,1565358000,1524380183,1.0
14,1524497503,2019-08-09 14:05:00,2019-08-09 19:05:00,54.77,57.0,59.0,47.62,30.0,100.00,0.07169491525423724,0.0391228070175438,1565377500,1565377500,1524497503,1.0
15,1524552999,2019-08-22 08:00:00,2019-08-22 13:00:00,70.2,66.0,67.0,28.84,30.0,100.00,0.0,0.0,1566478800,1566478800,1524552999,1.0
16,1524395742,2019-08-22 14:10:00,2019-08-22 19:10:00,25.71,53.0,59.0,38.15,30.0,100.00,0.5642372881355932,0.5149056603773585,1566501000,1566501000,1524395742,1.0
17,1524458023,2019-08-09 07:35:00,2019-08-09 12:35:00,31.52,39.0,56.0,46.08,30.0,100.00,0.43714285714285717,0.1917948717948718,1565354100,1565354100,1524458023,1.0
18,1524458023,2019-08-09 07:45:00,2019-08-09 12:45:00,29.12,39.0,56.0,49.86,30.0,100.00,0.48,0.2533333333333333,1565354700,1565354700,1524458023,1.0
19,1524630631,2019-08-09 08:45:00,2019-08-09 13:45:00,48.38,57.0,58.0,69.45,30.0,100.00,0.1658620689655172,0.15122807017543854,1565358300,1565358300,1524630631,1.0
20,1524630631,2019-08-09 08:45:00,2019-08-09 13:45:00,48.38,57.0,58.0,69.45,30.0,100.00,0.1658620689655172,0.15122807017543854,1565358300,1565358300,1524630631,1.0
21,1524630631,2019-08-09 08:45:00,2019-08-09 13:45:00,48.38,57.0,58.0,69.45,30.0,100.00,0.1658620689655172,0.15122807017543854,1565358300,1565358300,1524630631,1.0
22,1524630653,2019-08-09 08:55:00,2019-08-09 13:55:00,50.0,59.0,59.0,11.58,30.0,100.00,0.15254237288135594,0.15254237288135594,1565358900,1565358900,1524630653,1.0
23,1524630653,2019-08-09 09:05:00,2019-08-09 14:05:00,35.63,59.0,59.0,16.26,30.0,100.00,0.3961016949152542,0.3961016949152542,1565359500,1565359500,1524630653,1.0
24,1524534201,2019-08-29 17:35:00,2019-08-29 22:35:00,63.6,58.0,57.0,52.23,30.0,100.00,0.0,0.0,1567118100,1567118100,1524534201,1.0
25,1524632668,2019-08-29 07:40:00,2019-08-29 12:40:00,57.4,47.0,59.0,39.0,30.0,100.00,0.027118644067796634,0.0,1567082400,1567082400,1524632668,1.0
26,1524632668,2019-08-29 08:10:00,2019-08-29 13:10:00,57.4,48.0,59.0,39.0,30.0,100.00,0.027118644067796634,0.0,1567084200,1567084200,1524632668,1.0
27,1524632668,2019-08-29 15:35:00,2019-08-29 20:35:00,61.99,45.0,59.0,36.11,30.0,100.00,0.0,0.0,1567110900,1567110900,1524632668,1.0
28,1524632668,2019-08-29 17:10:00,2019-08-29 22:10:00,64.37,55.0,59.0,34.78,30.0,100.00,0.0,0.0,1567116600,1567116600,1524632668,1.0
29,396160424,2019-08-29 07:50:00,2019-08-29 12:50:00,71.39,66.0,67.0,25.52,30.0,100.00,0.0,0.0,1567083000,1567083000,396160424,1.0
30,396160424,2019-08-29 08:00:00,2019-08-29 13:00:00,71.99,66.0,67.0,25.3,30.0,100.00,0.0,0.0,1567083600,1567083600,396160424,1.0
31,396160424,2019-08-29 08:05:00,2019-08-29 13:05:00,70.6,66.0,67.0,25.81,30.0,100.00,0.0,0.0,1567083900,1567083900,396160424,1.0
32,1524331208,2019-08-22 06:55:00,2019-08-22 11:55:00,64.38,60.0,62.0,41.8,30.0,100.00,0.0,0.0,1566474900,1566474900,1524331208,1.0
33,1524331208,2019-08-22 07:00:00,2019-08-22 12:00:00,63.0,60.0,62.0,42.72,30.0,100.00,0.0,0.0,1566475200,1566475200,1524331208,1.0
34,1524331208,2019-08-22 07:10:00,2019-08-22 12:10:00,62.4,60.0,62.0,43.13,30.0,100.00,0.0,0.0,1566475800,1566475800,1524331208,1.0
35,1524331208,2019-08-22 07:15:00,2019-08-22 12:15:00,62.0,60.0,62.0,43.41,30.0,100.00,0.0,0.0,1566476100,1566476100,1524331208,1.0
36,1524331139,2019-08-22 08:10:00,2019-08-22 13:10:00,61.99,56.0,60.0,19.03,30.0,100.00,0.0,0.0,1566479400,1566479400,1524331139,1.0
37,1524283333,2019-08-20 14:55:00,2019-08-20 19:55:00,68.99,65.0,65.0,31.02,30.0,100.00,0.0,0.0,1566330900,1566330900,1524283333,1.0
38,1524497503,2019-08-22 17:00:00,2019-08-22 22:00:00,47.99,59.0,59.0,54.35,30.0,88.60,0.1866101694915254,0.1866101694915254,1566511200,1566511200,1524497503,1.0
39,1524389631,2019-08-22 07:00:00,2019-08-22 12:00:00,51.99,30.0,53.0,34.69,30.0,100.00,0.019056603773584868,0.0,1566475200,1566475200,1524389631,1.0
40,1524283401,2019-08-20 14:40:00,2019-08-20 19:40:00,69.2,65.0,65.0,30.92,30.0,100.00,0.0,0.0,1566330000,1566330000,1524283401,1.0
41,1524283401,2019-08-20 15:15:00,2019-08-20 20:15:00,67.8,64.0,65.0,31.56,30.0,100.00,0.0,0.0,1566332100,1566332100,1524283401,1.0
42,1524283401,2019-08-20 16:10:00,2019-08-20 21:10:00,70.78,64.0,65.0,30.23,30.0,100.00,0.0,0.0,1566335400,1566335400,1524283401,1.0
43,1524440253,2019-08-20 07:35:00,2019-08-20 12:35:00,67.2,65.0,66.0,31.6,30.0,100.00,0.0,0.0,1566304500,1566304500,1524440253,1.0
44,1524440253,2019-08-20 07:40:00,2019-08-20 12:40:00,66.99,65.0,66.0,31.7,30.0,100.00,0.0,0.0,1566304800,1566304800,1524440253,1.0
45,1524440253,2019-08-20 07:40:00,2019-08-20 12:40:00,66.99,65.0,66.0,31.7,30.0,100.00,0.0,0.0,1566304800,1566304800,1524440253,1.0
46,1524440253,2019-08-20 07:45:00,2019-08-20 12:45:00,69.39,65.0,66.0,30.6,30.0,100.00,0.0,0.0,1566305100,1566305100,1524440253,1.0
47,1524440253,2019-08-20 07:45:00,2019-08-20 12:45:00,69.39,65.0,66.0,30.6,30.0,100.00,0.0,0.0,1566305100,1566305100,1524440253,1.0
48,1524458023,2019-08-22 14:45:00,2019-08-22 19:45:00,54.96,55.0,56.0,26.42,30.0,100.00,0.018571428571428555,0.0007272727272727117,1566503100,1566503100,1524458023,1.0
49,1524440228,2019-08-20 08:00:00,2019-08-20 13:00:00,68.99,66.0,67.0,26.36,30.0,100.00,0.0,0.0,1566306000,1566306000,1524440228,1.0
50,1524440182,2019-08-20 09:30:00,2019-08-20 14:30:00,64.99,60.0,65.0,16.96,30.0,100.00,0.00015384615384623256,0.0,1566311400,1566311400,1524440182,1.0
51,1524630631,2019-08-22 18:00:00,2019-08-22 23:00:00,49.89,59.0,58.0,67.36,30.0,73.80,0.13982758620689653,0.15440677966101693,1566514800,1566514800,1524630631,1.0
52,1524630631,2019-08-22 18:15:00,2019-08-22 23:15:00,44.93,58.0,58.0,74.79,30.0,74.00,0.22534482758620691,0.22534482758620691,1566515700,1566515700,1524630631,1.0
53,1524584469,2019-08-26 06:20:00,2019-08-26 11:20:00,72.59,67.0,66.0,16.36,30.0,100.00,0.0,0.0,1566818400,1566818400,1524584469,1.0
54,1524407744,2019-08-12 17:15:00,2019-08-12 22:15:00,57.8,56.0,57.0,15.88,30.0,99.40,0.0,0.0,1565648100,1565648100,1524407744,1.0
55,1524314938,2019-08-25 12:55:00,2019-08-25 17:55:00,72.8,65.0,65.0,42.09,30.0,100.00,0.0,0.0,1566755700,1566755700,1524314938,1.0
56,1524393583,2019-08-26 07:25:00,2019-08-26 12:25:00,73.99,67.0,67.0,14.54,30.0,100.00,0.0,0.0,1566822300,1566822300,1524393583,1.0
57,1524393583,2019-08-26 08:20:00,2019-08-26 13:20:00,70.19,67.0,67.0,15.33,30.0,100.00,0.0,0.0,1566825600,1566825600,1524393583,1.0
58,1524393544,2019-08-26 07:15:00,2019-08-26 12:15:00,73.99,68.0,67.0,19.07,30.0,100.00,0.0,0.0,1566821700,1566821700,1524393544,1.0
59,1524393544,2019-08-26 07:15:00,2019-08-26 12:15:00,73.99,68.0,67.0,19.07,30.0,100.00,0.0,0.0,1566821700,1566821700,1524393544,1.0
60,1524393544,2019-08-26 07:20:00,2019-08-26 12:20:00,74.39,68.0,67.0,18.97,30.0,100.00,0.0,0.0,1566822000,1566822000,1524393544,1.0
61,1524393544,2019-08-26 07:20:00,2019-08-26 12:20:00,74.39,68.0,67.0,18.97,30.0,100.00,0.0,0.0,1566822000,1566822000,1524393544,1.0
62,1524393544,2019-08-26 07:25:00,2019-08-26 12:25:00,74.8,68.0,67.0,18.87,30.0,100.00,0.0,0.0,1566822300,1566822300,1524393544,1.0
63,1524393544,2019-08-26 07:25:00,2019-08-26 12:25:00,74.8,68.0,67.0,18.87,30.0,100.00,0.0,0.0,1566822300,1566822300,1524393544,1.0
64,1524393544,2019-08-26 07:25:00,2019-08-26 12:25:00,74.8,68.0,67.0,18.87,30.0,100.00,0.0,0.0,1566822300,1566822300,1524393544,1.0
65,1524393544,2019-08-26 07:25:00,2019-08-26 12:25:00,74.8,68.0,67.0,18.87,30.0,100.00,0.0,0.0,1566822300,1566822300,1524393544,1.0
66,1524393544,2019-08-26 07:30:00,2019-08-26 12:30:00,74.39,68.0,67.0,18.97,30.0,100.00,0.0,0.0,1566822600,1566822600,1524393544,1.0
67,1524393544,2019-08-26 07:30:00,2019-08-26 12:30:00,74.39,68.0,67.0,18.97,30.0,100.00,0.0,0.0,1566822600,1566822600,1524393544,1.0
68,1524393544,2019-08-26 07:30:00,2019-08-26 12:30:00,74.39,68.0,67.0,18.97,30.0,100.00,0.0,0.0,1566822600,1566822600,1524393544,1.0
69,1524393544,2019-08-26 07:35:00,2019-08-26 12:35:00,73.4,68.0,67.0,19.23,30.0,100.00,0.0,0.0,1566822900,1566822900,1524393544,1.0
70,1524393544,2019-08-26 07:35:00,2019-08-26 12:35:00,73.4,68.0,67.0,19.23,30.0,100.00,0.0,0.0,1566822900,1566822900,1524393544,1.0
71,1524393544,2019-08-26 07:35:00,2019-08-26 12:35:00,73.4,68.0,67.0,19.23,30.0,100.00,0.0,0.0,1566822900,1566822900,1524393544,1.0
72,1524393544,2019-08-26 07:35:00,2019-08-26 12:35:00,73.4,68.0,67.0,19.23,30.0,100.00,0.0,0.0,1566822900,1566822900,1524393544,1.0
73,1524393544,2019-08-26 07:40:00,2019-08-26 12:40:00,73.4,68.0,67.0,19.23,30.0,100.00,0.0,0.0,1566823200,1566823200,1524393544,1.0
74,1524393544,2019-08-26 07:40:00,2019-08-26 12:40:00,73.4,68.0,67.0,19.23,30.0,100.00,0.0,0.0,1566823200,1566823200,1524393544,1.0
75,1524393544,2019-08-26 07:45:00,2019-08-26 12:45:00,72.99,67.0,67.0,19.33,30.0,100.00,0.0,0.0,1566823500,1566823500,1524393544,1.0
76,1524393544,2019-08-26 07:50:00,2019-08-26 12:50:00,73.99,67.0,67.0,19.07,30.0,100.00,0.0,0.0,1566823800,1566823800,1524393544,1.0
77,1524393544,2019-08-26 07:50:00,2019-08-26 12:50:00,73.99,67.0,67.0,19.07,30.0,100.00,0.0,0.0,1566823800,1566823800,1524393544,1.0
78,1524393544,2019-08-26 07:55:00,2019-08-26 12:55:00,74.0,67.0,67.0,19.07,30.0,100.00,0.0,0.0,1566824100,1566824100,1524393544,1.0
79,1524393544,2019-08-26 07:55:00,2019-08-26 12:55:00,74.0,67.0,67.0,19.07,30.0,100.00,0.0,0.0,1566824100,1566824100,1524393544,1.0
80,1524393544,2019-08-26 07:55:00,2019-08-26 12:55:00,74.0,67.0,67.0,19.07,30.0,100.00,0.0,0.0,1566824100,1566824100,1524393544,1.0
81,1524393544,2019-08-26 08:00:00,2019-08-26 13:00:00,74.4,67.0,67.0,18.97,30.0,100.00,0.0,0.0,1566824400,1566824400,1524393544,1.0
82,1524393544,2019-08-26 08:00:00,2019-08-26 13:00:00,74.4,67.0,67.0,18.97,30.0,100.00,0.0,0.0,1566824400,1566824400,1524393544,1.0
83,1524393544,2019-08-26 09:00:00,2019-08-26 14:00:00,72.8,68.0,67.0,19.39,30.0,100.00,0.0,0.0,1566828000,1566828000,1524393544,1.0
84,1524393558,2019-08-26 08:05:00,2019-08-26 13:05:00,71.0,66.0,66.0,13.2,30.0,100.00,0.0,0.0,1566824700,1566824700,1524393558,1.0
85,1524491673,2019-08-26 07:10:00,2019-08-26 12:10:00,73.19,68.0,68.0,24.01,30.0,100.00,0.0,0.0,1566821400,1566821400,1524491673,1.0
86,1524491673,2019-08-26 07:15:00,2019-08-26 12:15:00,71.58,68.0,68.0,24.55,30.0,100.00,0.0,0.0,1566821700,1566821700,1524491673,1.0
87,1524491673,2019-08-26 07:20:00,2019-08-26 12:20:00,72.8,68.0,68.0,24.14,30.0,100.00,0.0,0.0,1566822000,1566822000,1524491673,1.0
88,1524491673,2019-08-26 07:20:00,2019-08-26 12:20:00,72.8,68.0,68.0,24.14,30.0,100.00,0.0,0.0,1566822000,1566822000,1524491673,1.0
89,1524491673,2019-08-26 07:25:00,2019-08-26 12:25:00,74.38,68.0,68.0,23.63,30.0,100.00,0.0,0.0,1566822300,1566822300,1524491673,1.0
90,1524491673,2019-08-26 07:30:00,2019-08-26 12:30:00,74.79,68.0,68.0,23.5,30.0,100.00,0.0,0.0,1566822600,1566822600,1524491673,1.0
91,1524491673,2019-08-26 07:30:00,2019-08-26 12:30:00,74.79,68.0,68.0,23.5,30.0,100.00,0.0,0.0,1566822600,1566822600,1524491673,1.0
92,1524491673,2019-08-26 07:35:00,2019-08-26 12:35:00,74.19,68.0,68.0,23.69,30.0,100.00,0.0,0.0,1566822900,1566822900,1524491673,1.0
93,1524491673,2019-08-26 07:35:00,2019-08-26 12:35:00,74.19,68.0,68.0,23.69,30.0,100.00,0.0,0.0,1566822900,1566822900,1524491673,1.0
94,1524491626,2019-08-26 06:25:00,2019-08-26 11:25:00,70.6,68.0,68.0,28.03,30.0,100.00,0.0,0.0,1566818700,1566818700,1524491626,1.0
