,xd_id,measurement_tstamp,measurement_tstamp_str,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue,congestion,extreme_congestion,tstamp,ts,AccXDSegID,type
0,1524315703,2020-08-12 12:25:00,2020-08-12 17:25:00,55.8,44.0,51.0,31.88,30.0,100.00,0.0,0.0,1597253100,1597253100,1524315703,1.0
1,1524552976,2020-08-07 11:50:00,2020-08-07 16:50:00,73.93,65.0,64.0,27.38,30.0,100.00,0.0,0.0,1596819000,1596819000,1524552976,1.0
2,1524632643,2020-08-28 16:15:00,2020-08-28 21:15:00,66.79,56.0,61.0,13.17,30.0,100.00,0.0,0.0,1598649300,1598649300,1524632643,1.0
3,1524632668,2020-08-28 16:15:00,2020-08-28 21:15:00,65.4,54.0,58.0,34.23,30.0,100.00,0.0,0.0,1598649300,1598649300,1524632668,1.0
4,1524274331,2020-08-14 16:45:00,2020-08-14 21:45:00,70.6,63.0,65.0,28.95,30.0,100.00,0.0,0.0,1597441500,1597441500,1524274331,1.0
5,1524630542,2020-08-18 17:55:00,2020-08-18 22:55:00,55.01,48.0,48.0,50.89,24.0,43.00,0.0,0.0,1597791300,1597791300,1524630542,1.0
6,1524532117,2020-08-27 17:20:00,2020-08-27 22:20:00,65.2,59.0,59.0,38.95,30.0,100.00,0.0,0.0,1598566800,1598566800,1524532117,1.0
7,1524342010,2020-08-27 21:45:00,2020-08-28 02:45:00,52.0,53.0,53.0,20.1,30.0,57.80,0.018867924528301886,0.018867924528301886,1598582700,1598582700,1524342010,1.0
8,1524342010,2020-08-28 13:55:00,2020-08-28 18:55:00,53.39,48.0,53.0,19.57,30.0,100.00,0.0,0.0,1598640900,1598640900,1524342010,1.0
9,1524381973,2020-08-28 14:00:00,2020-08-28 19:00:00,58.37,50.83,58.0,58.74,30.0,98.40,0.0,0.0,1598641200,1598641200,1524381973,1.0
10,1524283401,2020-08-28 14:00:00,2020-08-28 19:00:00,69.19,65.0,65.0,30.93,30.0,98.00,0.0,0.0,1598641200,1598641200,1524283401,1.0
11,1524283401,2020-08-28 15:10:00,2020-08-28 20:10:00,63.79,64.0,65.0,33.54,30.0,100.00,0.018615384615384627,0.0032812500000000133,1598645400,1598645400,1524283401,1.0
12,1524381950,2020-08-04 16:20:00,2020-08-04 21:20:00,64.57,59.0,60.0,24.09,30.0,98.60,0.0,0.0,1596576000,1596576000,1524381950,1.0
13,1524313548,2020-08-20 14:30:00,2020-08-20 19:30:00,70.59,65.0,65.0,28.68,30.0,100.00,0.0,0.0,1597951800,1597951800,1524313548,1.0
14,1524355946,2020-08-27 14:50:00,2020-08-27 19:50:00,54.19,47.0,54.0,24.68,30.0,100.00,0.0,0.0,1598557800,1598557800,1524355946,1.0
15,1524395178,2020-08-16 05:15:00,2020-08-16 10:15:00,75.0,64.0,64.0,21.9,30.0,100.00,0.0,0.0,1597572900,1597572900,1524395178,1.0
16,1524277338,2020-08-28 16:25:00,2020-08-28 21:25:00,70.6,63.0,63.0,33.34,30.0,100.00,0.0,0.0,1598649900,1598649900,1524277338,1.0
17,1524375478,2020-08-28 16:30:00,2020-08-28 21:30:00,62.98,47.0,48.0,34.87,30.0,99.20,0.0,0.0,1598650200,1598650200,1524375478,1.0
18,1524388378,2020-08-18 07:30:00,2020-08-18 12:30:00,73.37,65.0,66.0,25.49,30.0,100.00,0.0,0.0,1597753800,1597753800,1524388378,1.0
19,1524283401,2020-08-20 10:05:00,2020-08-20 15:05:00,70.4,63.0,65.0,30.39,30.0,100.00,0.0,0.0,1597935900,1597935900,1524283401,1.0
20,1524395677,2020-08-28 14:00:00,2020-08-28 19:00:00,58.38,51.43,58.0,43.49,30.0,95.60,0.0,0.0,1598641200,1598641200,1524395677,1.0
21,1524610332,2020-08-27 12:50:00,2020-08-27 17:50:00,64.98,56.0,62.0,46.44,30.0,100.00,0.0,0.0,1598550600,1598550600,1524610332,1.0
22,1524458023,2020-08-16 16:50:00,2020-08-16 21:50:00,64.78,56.0,55.0,22.41,30.0,100.00,0.0,0.0,1597614600,1597614600,1524458023,1.0
23,1524458023,2020-08-16 16:55:00,2020-08-16 21:55:00,62.97,56.0,55.0,23.06,30.0,100.00,0.0,0.0,1597614900,1597614900,1524458023,1.0
24,461625402,2020-08-28 16:30:00,2020-08-28 21:30:00,66.37,23.0,62.0,28.11,30.0,100.00,0.0,0.0,1598650200,1598650200,461625402,1.0
25,1524584469,2020-08-27 21:00:00,2020-08-28 02:00:00,74.69,66.0,66.0,15.9,30.0,65.20,0.0,0.0,1598580000,1598580000,1524584469,1.0
26,1524305012,2020-08-27 19:10:00,2020-08-28 00:10:00,60.98,52.0,52.0,22.03,30.0,99.20,0.0,0.0,1598573400,1598573400,1524305012,1.0
27,1524305012,2020-08-28 06:20:00,2020-08-28 11:20:00,58.75,33.0,52.0,22.87,30.0,100.00,0.0,0.0,1598613600,1598613600,1524305012,1.0
28,1524476448,2020-08-27 20:55:00,2020-08-28 01:55:00,65.0,67.0,67.0,28.28,30.0,74.80,0.029850746268656716,0.029850746268656716,1598579700,1598579700,1524476448,1.0
29,1524476448,2020-08-27 21:00:00,2020-08-28 02:00:00,69.1,67.0,67.0,26.6,30.0,67.60,0.0,0.0,1598580000,1598580000,1524476448,1.0
30,1524293001,2020-08-20 18:40:00,2020-08-20 23:40:00,72.13,63.0,63.0,30.41,30.0,100.00,0.0,0.0,1597966800,1597966800,1524293001,1.0
31,449630937,2020-08-16 12:35:00,2020-08-16 17:35:00,72.59,59.0,60.0,30.84,30.0,100.00,0.0,0.0,1597599300,1597599300,449630937,1.0
32,1524491646,2020-08-27 19:55:00,2020-08-28 00:55:00,71.17,68.0,68.0,24.69,30.0,98.40,0.0,0.0,1598576100,1598576100,1524491646,1.0
33,1524493512,2020-08-01 23:30:00,2020-08-02 04:30:00,64.91,56.0,56.0,39.89,30.0,86.00,0.0,0.0,1596342600,1596342600,1524493512,1.0
34,1524380252,2020-08-28 14:55:00,2020-08-28 19:55:00,17.96,56.0,62.0,117.63,30.0,100.00,0.7103225806451613,0.6792857142857143,1598644500,1598644500,1524380252,1.0
35,1524380252,2020-08-28 16:45:00,2020-08-28 21:45:00,62.97,60.0,62.0,33.55,30.0,100.00,0.0,0.0,1598651100,1598651100,1524380252,1.0
36,1524380252,2020-08-28 17:10:00,2020-08-28 22:10:00,65.8,62.0,62.0,32.11,30.0,100.00,0.0,0.0,1598652600,1598652600,1524380252,1.0
37,1524385468,2020-08-20 16:05:00,2020-08-20 21:05:00,58.2,57.0,57.0,4.58,30.0,100.00,0.0,0.0,1597957500,1597957500,1524385468,1.0
38,1524380183,2020-08-28 09:20:00,2020-08-28 14:20:00,38.16,52.0,63.0,55.35,30.0,100.00,0.39428571428571435,0.26615384615384624,1598624400,1598624400,1524380183,1.0
