,xd_id,measurement_tstamp,measurement_tstamp_str,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue,congestion,extreme_congestion,tstamp,ts,AccXDSegID,type
0,1524389631,2019-12-23 12:40:00,2019-12-23 18:40:00,54.8,34.0,52.0,32.92,30.0,100.00,0.0,0.0,1577126400,1577126400,1524389631,1.0
1,1524389631,2019-12-23 16:25:00,2019-12-23 22:25:00,57.19,54.0,52.0,31.54,30.0,100.00,0.0,0.0,1577139900,1577139900,1524389631,1.0
2,1524491712,2019-12-05 18:10:00,2019-12-06 00:10:00,69.0,66.0,68.0,25.47,30.0,91.40,0.0,0.0,1575591000,1575591000,1524491712,1.0
3,1524491712,2019-12-05 18:10:00,2019-12-06 00:10:00,69.0,66.0,68.0,25.47,30.0,91.40,0.0,0.0,1575591000,1575591000,1524491712,1.0
4,1524397713,2019-12-04 13:55:00,2019-12-04 19:55:00,66.59,62.0,65.0,30.7,30.0,100.00,0.0,0.0,1575489300,1575489300,1524397713,1.0
5,1524397761,2019-12-04 09:45:00,2019-12-04 15:45:00,57.79,50.0,66.0,35.37,30.0,100.00,0.1243939393939394,0.0,1575474300,1575474300,1524397761,1.0
6,1524457274,2019-12-09 20:45:00,2019-12-10 02:45:00,63.69,63.0,63.0,23.71,30.0,87.60,0.0,0.0,1575945900,1575945900,1524457274,1.0
7,1524561318,2019-12-24 18:50:00,2019-12-25 00:50:00,63.2,57.0,54.0,7.59,30.0,99.40,0.0,0.0,1577235000,1577235000,1524561318,1.0
8,1524397645,2019-12-04 16:40:00,2019-12-04 22:40:00,72.97,65.0,65.0,28.01,30.0,100.00,0.0,0.0,1575499200,1575499200,1524397645,1.0
9,1524455430,2019-12-09 17:45:00,2019-12-09 23:45:00,51.92,53.0,55.0,44.39,30.0,92.80,0.055999999999999966,0.020377358490566006,1575935100,1575935100,1524455430,1.0
10,1524382021,2019-12-09 16:35:00,2019-12-09 22:35:00,61.56,59.0,59.0,23.41,30.0,95.20,0.0,0.0,1575930900,1575930900,1524382021,1.0
11,1524552999,2019-12-30 16:30:00,2019-12-30 22:30:00,70.34,66.0,65.0,28.78,30.0,100.00,0.0,0.0,1577745000,1577745000,1524552999,1.0
12,1524481482,2019-12-04 12:15:00,2019-12-04 18:15:00,58.2,59.0,64.0,27.1,30.0,100.00,0.09062499999999996,0.013559322033898256,1575483300,1575483300,1524481482,1.0
13,1524397814,2019-12-04 15:25:00,2019-12-04 21:25:00,68.75,64.0,65.0,29.73,30.0,100.00,0.0,0.0,1575494700,1575494700,1524397814,1.0
14,1524283333,2019-12-09 10:45:00,2019-12-09 16:45:00,66.99,64.0,65.0,31.94,30.0,100.00,0.0,0.0,1575909900,1575909900,1524283333,1.0
15,1524571792,2019-12-23 10:05:00,2019-12-23 16:05:00,69.4,59.0,66.0,32.01,30.0,100.00,0.0,0.0,1577117100,1577117100,1524571792,1.0
16,1524571792,2019-12-23 11:10:00,2019-12-23 17:10:00,70.4,56.0,66.0,31.55,30.0,100.00,0.0,0.0,1577121000,1577121000,1524571792,1.0
17,1524481592,2019-12-04 12:15:00,2019-12-04 18:15:00,27.0,53.0,62.0,58.41,30.0,100.00,0.5645161290322581,0.49056603773584906,1575483300,1575483300,1524481592,1.0
18,1524369074,2019-12-28 08:45:00,2019-12-28 14:45:00,54.74,51.0,56.0,24.49,24.0,100.00,0.022499999999999964,0.0,1577544300,1577544300,1524369074,1.0
19,1524308299,2019-12-12 07:15:00,2019-12-12 13:15:00,62.2,60.0,60.0,28.67,30.0,100.00,0.0,0.0,1576156500,1576156500,1524308299,1.0
20,1524535907,2019-12-23 15:25:00,2019-12-23 21:25:00,63.0,58.0,57.0,9.45,30.0,100.00,0.0,0.0,1577136300,1577136300,1524535907,1.0
21,1524329182,2019-12-29 04:40:00,2019-12-29 10:40:00,63.99,61.0,61.0,26.09,30.0,100.00,0.0,0.0,1577616000,1577616000,1524329182,1.0
22,1524394465,2019-12-07 13:35:00,2019-12-07 19:35:00,67.32,64.0,65.0,39.97,24.0,100.00,0.0,0.0,1575747300,1575747300,1524394465,1.0
23,1524308409,2019-12-12 17:45:00,2019-12-12 23:45:00,74.2,62.0,59.0,28.28,30.0,95.20,0.0,0.0,1576194300,1576194300,1524308409,1.0
24,1524329256,2019-11-30 22:55:00,2019-12-01 04:55:00,61.75,57.0,55.0,15.4,30.0,93.60,0.0,0.0,1575176100,1575176100,1524329256,1.0
25,1524308385,2019-12-12 17:55:00,2019-12-12 23:55:00,68.78,63.0,61.0,30.51,30.0,81.60,0.0,0.0,1576194900,1576194900,1524308385,1.0
26,1524563195,2019-12-12 08:00:00,2019-12-12 14:00:00,61.99,56.0,58.0,20.44,30.0,100.00,0.0,0.0,1576159200,1576159200,1524563195,1.0
27,1524381950,2019-12-18 17:30:00,2019-12-18 23:30:00,66.38,60.0,60.0,23.44,30.0,93.40,0.0,0.0,1576711800,1576711800,1524381950,1.0
28,1524315445,2019-12-29 15:25:00,2019-12-29 21:25:00,65.98,61.0,61.0,16.85,30.0,100.00,0.0,0.0,1577654700,1577654700,1524315445,1.0
29,1524380233,2019-12-03 15:10:00,2019-12-03 21:10:00,64.99,61.0,62.0,32.51,30.0,100.00,0.0,0.0,1575407400,1575407400,1524380233,1.0
30,1524380233,2019-12-03 15:40:00,2019-12-03 21:40:00,66.99,61.0,62.0,31.54,30.0,100.00,0.0,0.0,1575409200,1575409200,1524380233,1.0
31,1524380233,2019-12-03 16:00:00,2019-12-03 22:00:00,65.39,61.0,62.0,32.31,30.0,100.00,0.0,0.0,1575410400,1575410400,1524380233,1.0
