,xd_id,measurement_tstamp,measurement_tstamp_str,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue,congestion,extreme_congestion,tstamp,ts,AccXDSegID,type
0,1524281567,2019-11-23 08:00:00,2019-11-23 14:00:00,57.53,56.0,57.0,41.57,24.0,100.00,0.0,0.0,1574517600,1574517600,1524281567,1.0
1,396160294,2019-11-27 16:25:00,2019-11-27 22:25:00,67.57,67.0,66.0,18.49,30.0,96.60,0.0,0.0,1574893500,1574893500,396160294,1.0
2,1524486355,2019-11-23 11:35:00,2019-11-23 17:35:00,46.9,53.0,52.0,49.71,24.0,100.00,0.0980769230769231,0.11509433962264154,1574530500,1574530500,1524486355,1.0
3,1524526803,2019-11-29 10:20:00,2019-11-29 16:20:00,50.6,46.0,51.0,47.43,30.0,100.00,0.007843137254901933,0.0,1575044400,1575044400,1524526803,1.0
4,1524471866,2019-11-22 18:05:00,2019-11-23 00:05:00,54.86,50.0,50.0,19.28,26.0,97.67,0.0,0.0,1574467500,1574467500,1524471866,1.0
5,1524471866,2019-11-23 11:35:00,2019-11-23 17:35:00,30.47,38.0,50.0,34.71,24.0,100.00,0.3906,0.19815789473684214,1574530500,1574530500,1524471866,1.0
6,1524313621,2019-11-26 18:15:00,2019-11-27 00:15:00,67.4,65.0,65.0,30.04,30.0,100.00,0.0,0.0,1574813700,1574813700,1524313621,1.0
7,1524313572,2019-11-26 18:00:00,2019-11-27 00:00:00,64.9,65.0,65.0,38.5,30.0,90.40,0.001538461538461451,0.001538461538461451,1574812800,1574812800,1524313572,1.0
8,1524313572,2019-11-26 18:50:00,2019-11-27 00:50:00,61.39,65.0,65.0,40.7,30.0,85.20,0.05553846153846153,0.05553846153846153,1574815800,1574815800,1524313572,1.0
9,1524446741,2019-11-07 12:15:00,2019-11-07 18:15:00,57.2,56.0,56.0,60.7,30.0,100.00,0.0,0.0,1573150500,1573150500,1524446741,1.0
10,1524446741,2019-11-07 12:25:00,2019-11-07 18:25:00,57.2,56.0,56.0,60.7,30.0,100.00,0.0,0.0,1573151100,1573151100,1524446741,1.0
