,xd_id,measurement_tstamp,measurement_tstamp_str,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue,congestion,extreme_congestion,tstamp,ts,AccXDSegID,type
0,1524487912,2020-02-28 23:30:00,2020-02-29 05:30:00,57.35,55.0,53.0,28.57,30.0,100.00,0.0,0.0,1582954200,1582954200,1524487912,1.0
1,1524593260,2020-01-31 20:55:00,2020-02-01 02:55:00,67.63,63.0,63.0,30.22,30.0,73.60,0.0,0.0,1580525700,1580525700,1524593260,1.0
2,1524380114,2020-02-01 10:25:00,2020-02-01 16:25:00,65.64,62.0,63.0,12.0,26.0,100.00,0.0,0.0,1580574300,1580574300,1524380114,1.0
3,1524380114,2020-02-01 16:20:00,2020-02-01 22:20:00,70.72,63.0,63.0,11.14,30.0,100.00,0.0,0.0,1580595600,1580595600,1524380114,1.0
4,1524342010,2020-02-09 23:40:00,2020-02-10 05:40:00,50.2,54.0,53.0,20.82,30.0,100.00,0.05283018867924523,0.07037037037037032,1581313200,1581313200,1524342010,1.0
5,1524381950,2020-02-10 17:50:00,2020-02-10 23:50:00,62.53,60.0,60.0,24.88,30.0,91.40,0.0,0.0,1581378600,1581378600,1524381950,1.0
6,1524382021,2020-02-12 17:45:00,2020-02-12 23:45:00,59.78,59.0,59.0,24.11,30.0,98.20,0.0,0.0,1581551100,1581551100,1524382021,1.0
7,1524535883,2020-02-10 06:05:00,2020-02-10 12:05:00,56.0,56.0,57.0,13.67,30.0,100.00,0.017543859649122806,0.0,1581336300,1581336300,1524535883,1.0
8,1524314938,2020-02-10 09:00:00,2020-02-10 15:00:00,71.58,65.0,64.0,42.81,30.0,100.00,0.0,0.0,1581346800,1581346800,1524314938,1.0
9,1524331259,2020-01-31 22:30:00,2020-02-01 04:30:00,74.39,67.0,67.0,19.95,30.0,66.40,0.0,0.0,1580531400,1580531400,1524331259,1.0
10,1524389631,2020-02-01 12:10:00,2020-02-01 18:10:00,49.12,38.0,52.0,36.73,28.0,100.00,0.055384615384615435,0.0,1580580600,1580580600,1524389631,1.0
11,1524404223,2020-02-04 06:55:00,2020-02-04 12:55:00,44.68,48.0,51.0,14.77,30.0,100.00,0.12392156862745099,0.06916666666666667,1580820900,1580820900,1524404223,1.0
12,1524458023,2020-01-31 19:15:00,2020-02-01 01:15:00,59.39,57.0,54.0,24.45,30.0,100.00,0.0,0.0,1580519700,1580519700,1524458023,1.0
